id_ruelle,arrondissement,limite_1,limite_2,longueur_m,largeur_m,type_surface,amenagement_vert,condition_surface,condition_drainage,cote_globale,commentaires
104003064,Plateau - Mont-Royal,rue Marie-Anne Est,rue Cérat,109,2.6,Béton,0,Bon,Très bon,2.5,
104006791,Ville-Marie,Rue Papineau,rue De Champlain,46,5.7,Asphalte,0,Très bon,Très bon,1.5,
104005484,Verdun,rue Egan,rue Woodland,42,4.3,Asphalte,0,Très bon,Très bon,1.5,
104005322,Verdun,rue Osborne,rue Egan,28,4.2,Asphalte,0,Bon,Très bon,2,
104002818,Plateau - Mont-Royal,avenue des Pins Est,rue Prince-Arthur Est,44,3,Asphalte,0,Passable,Bon,3,Revêtement mixte asphalte et pavé
104003045,Plateau - Mont-Royal,rue Cérat,avenue du Mont-Royal Est,86,2.8,Béton,0,Bon,Très bon,2,
104003216,Plateau - Mont-Royal,rue Prince-Arthur Ouest,avenue Tara Hall,166,4.7,Asphalte,0,Bon,Bon,2,
104006513,Ville-Marie,rue De La Gauchetière Est,avenue Viger Est,29,3.2,Pavé,0,Très bon,Très bon,1.5,Revêtement mixte terre et pavé
104003036,Plateau - Mont-Royal,rue Poitevin,avenue Christophe-Colomb,46,4.7,Asphalte,0,Bon,Bon,2,Bac à fleurs au centre de la chaussée
104000996,Mercier - Hochelaga-Maisonneuve,rue Lepailleur,rue Curatteau,29,4.6,Asphalte,0,Très bon,Très bon,1.5,
104003193,Plateau - Mont-Royal,rue Prince-Arthur Ouest,rue Guilbault Ouest,176,4,Asphalte,0,Bon,Très bon,2,
104003277,Plateau - Mont-Royal,rue La Mennais,rue Généreux,235,5.7,Asphalte,0,Bon,Bon,2.5,
104002947,Plateau - Mont-Royal,rue Garnier,rue De Lanaudière,33,5.5,Asphalte,0,Bon,Très bon,1.5,
104002558,Plateau - Mont-Royal,avenue Tara Hall,rue Milton,20,3.5,Asphalte,0,Bon,Très bon,2,
200400769,Verdun,2e avenue,3e avenue,26,4.2,Asphalte,0,Très bon,Très bon,0.5,
200400770,Verdun,3e avenue,2e avenue,27,3.1,Béton,0,Très bon,Très bon,1.5,
200400771,Verdun,3e avenue,4e avenue,26,4.5,Asphalte,0,Très bon,Très bon,0.5,
200400773,Verdun,3e avenue,2e avenue,26,3.8,Asphalte,0,Très bon,Très bon,0.5,
200400781,Verdun,3e avenue,4e avenue,52,4.5,Asphalte,0,Très bon,Très bon,1.5,
200400782,Verdun,3e avenue,4e avenue,33,3.6,Asphalte,0,Très bon,Très bon,0.5,
200400783,Verdun,2e avenue,3e avenue,26,3.6,Asphalte,0,Très bon,Très bon,1.5,
104006805,Ville-Marie,rue Sainte-Élisabeth,avenue de l'Hôtel-de-Ville,50,5.6,Béton,0,Très bon,Très bon,1.5,
104005485,Verdun,rue Godin,avenue Brown,32,5.7,Asphalte,0,Très bon,Très bon,0.5,
104005486,Verdun,rue Stephens,rue Rolland,41,4.5,Béton,0,Très bon,Très bon,1.5,
104005487,Verdun,rue Gordon,rue Galt,44,4.2,Asphalte,1,Très bon,Très bon,0.5,"Identifiée comme ruelle verte, sans aménagement vert"
104005488,Verdun,rue Godin,rue Allard,41,4.5,Asphalte,0,Bon,Très bon,2,
104005489,Verdun,rue Argyle,rue Woodland,49,3.8,Asphalte,0,Très bon,Très bon,1.5,Présence d'une plaque de métal temporaire sur un puisard dûe à des rénovations
104005490,Verdun,rue Richard,rue Brault,38,4.9,Asphalte,0,Très bon,Très bon,1.5,
104005492,Verdun,rue Manning,rue Moffat,36,5.1,Asphalte,0,Très bon,Très bon,0.5,
104005493,Verdun,3e avenue,2e avenue,53,3.5,Asphalte,0,Très bon,Très bon,1.5,
104005494,Verdun,rue Gordon,rue Rielle,40,4.6,Asphalte,0,Très bon,Très bon,1.5,
104005495,Verdun,rue Rolland,rue Valiquette,39,4.8,Asphalte,0,Très bon,Très bon,2,Grille du puisard endommagée
104005646,Verdun,rue de Verdun,rue Wellington,254,5.2,Béton,0,Bon,Très bon,2.5,Revêtement mixte asphalte et béton
104005296,Verdun,5e avenue,4e avenue,29,3.8,Asphalte,0,Bon,Très bon,2,
104005297,Verdun,1re avenue,2e avenue,25,4.3,Asphalte,0,Très bon,Très bon,0.5,Bac à fleurs à l'entrée de la ruelle sur 1re Avenue
104005298,Verdun,6e avenue,boulevard Desmarchais,34,3.2,Asphalte,0,Très bon,Très bon,2,
104005299,Verdun,rue Osborne,rue Egan,28,3.9,Asphalte,0,Très bon,Très bon,1.5,
104005300,Verdun,2e avenue,3e avenue,26,4.3,Asphalte,0,Très bon,Très bon,0.5,
104005496,Verdun,rue Rielle,rue Willibrord,43,4.4,Asphalte,0,Très bon,Très bon,0.5,
104005498,Verdun,rue Gordon,rue Rielle,41,4.6,Asphalte,0,Très bon,Très bon,1.5,
104005499,Verdun,2e avenue,1re avenue,53,3.6,Asphalte,0,Très bon,Très bon,1.5,
104005500,Verdun,avenue Woodland,rue Argyle,49,3.9,Asphalte,0,Bon,Très bon,2,
104005501,Verdun,rue Rielle,rue Willibrord,41,4.7,Asphalte,0,Très bon,Très bon,0.5,
104005502,Verdun,rue Moffat,rue Beatty,58,3.3,Asphalte,0,Très bon,Très bon,0.5,
104005503,Verdun,rue Galt,rue de l'Église,44,4.5,Asphalte,0,Très bon,Très bon,1.5,
104005504,Verdun,rue Stephens,rue Rolland,46,4.2,Béton,0,Très bon,Très bon,2,
104005830,Villeray - St-Michel - Parc-Extension,rue Foucher,rue Saint-Gérard,26,4.3,Asphalte,0,Très bon,Très bon,0.5,
104005831,Villeray - St-Michel - Parc-Extension,rue Lajeunesse,rue Saint-Gérard,26,4.3,Asphalte,0,Très bon,Bon,1.5,
104005832,Villeray - St-Michel - Parc-Extension,rue Lajeunesse,rue Saint-Gérard,25,4.3,Asphalte,0,Très bon,Très bon,0.5,Plaque d'acier couvrant un puisard
104005833,Villeray - St-Michel - Parc-Extension,avenue De Chateaubriand,avenue des Belges,24,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005834,Villeray - St-Michel - Parc-Extension,13e avenue,14e avenue,29,3.8,Asphalte,0,Très bon,Très bon,0.5,Revêtement mixte asphalte et béton
104005835,Villeray - St-Michel - Parc-Extension,avenue Champagneur,avenue Bloomfield,30,3.7,Béton,0,Bon,Très bon,1.5,
104005836,Villeray - St-Michel - Parc-Extension,avenue Charland,avenue Bruchési,21,5.3,Béton,0,Très bon,Très bon,0.5,
104006030,Villeray - St-Michel - Parc-Extension,12e avenue,boulevard Saint-Michel,37,4.6,Béton,0,Très bon,Très bon,0.5,
104006031,Villeray - St-Michel - Parc-Extension,53e rue,boulevard des Grandes-Prairies,46,3.7,Béton,0,Très bon,Très bon,0.5,
104006032,Villeray - St-Michel - Parc-Extension,avenue Ball,rue Jarry Ouest,46,3.7,,,,,,Ruelle sans revêtement (gravier)
104006033,Villeray - St-Michel - Parc-Extension,avenue Casgrain,avenue De Gaspé,28,6.1,Béton,0,Très bon,Bon,1.5,
104006034,Villeray - St-Michel - Parc-Extension,12e avenue,13e avenue,55,3.1,Béton,0,Très bon,Bon,1.5,
104005641,Verdun,rue Manning,rue de Verdun,259,4.5,Asphalte,0,Très bon,Très bon,1.5,
104005642,Verdun,Avenue Bannantyne,rue de Verdun,250,4.8,Asphalte,0,Très bon,Très bon,1.5,
104005643,Verdun,boulevard Champlain,Avenue Bannantyne,266,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005644,Verdun,boulevard Champlain,rue Beurling,280,4.4,Asphalte,0,Très bon,Très bon,1.5,
104005645,Verdun,rue Rielle,rue de Verdun,212,5.9,Béton,0,Très bon,Très bon,1.5,Revêtement mixte asphalte et béton
104005837,Villeray - St-Michel - Parc-Extension,avenue Larose,rue J.-J.-Gagnier,26,4.3,Béton,0,Très bon,Très bon,0.5,
104005838,Villeray - St-Michel - Parc-Extension,rue J.-J.-Gagnier,avenue Larose,26,4.3,Béton,0,Très bon,Très bon,0.5,
104005839,Villeray - St-Michel - Parc-Extension,avenue Wiseman,avenue d'Outremont,30,3.7,Béton,0,Très bon,Très bon,0.5,
104005840,Villeray - St-Michel - Parc-Extension,avenue des Érables,avenue De Lorimier,24,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005647,Verdun,rue Bannantyne,rue de Verdun,252,5.3,Asphalte,0,Bon,Bon,2,
104005648,Verdun,rue Gordon,boulevard LaSalle,270,5,Asphalte,0,Très bon,Très bon,1.5,
104005649,Verdun,Avenue Bannantyne,rue Beurling,284,4.8,Asphalte,0,Très bon,Très bon,1.5,
104005650,Verdun,rue de Verdun,rue Wellington,284,5.1,Asphalte,0,Bon,Très bon,2,Intervention en cours sur le puisard
104005651,Verdun,rue Beurling,rue Manning,321,4.6,Asphalte,0,Très bon,Très bon,1.5,
104005652,Villeray - St-Michel - Parc-Extension,rue Foucher,rue Saint-Gérard,14,3.8,Asphalte,0,Très bon,Très bon,0.5,
104005653,Villeray - St-Michel - Parc-Extension,rue Everett,rue Jean-Talon Est,15,3.7,,,,,,Ruelle sans revêtement (gravier)
104005654,Villeray - St-Michel - Parc-Extension,rue Tillemont,Rue villeray,30,2,Béton,0,Très bon,Très bon,0.5,
104005850,Villeray - St-Michel - Parc-Extension,rue Foucher,rue Saint-Gérard,26,4.2,Asphalte,0,Très bon,Très bon,0.5,
104005505,Verdun,rue Valiquette,rue Allard,42,4.7,Béton,0,Très bon,Très bon,1.5,
104005506,Verdun,rue Manning,rue Moffat,37,5.3,Asphalte,0,Très bon,Très bon,0.5,
104005507,Verdun,rue Lloyd-George,rue Churchill,50,4,Asphalte,0,Très bon,Très bon,1.5,
104005508,Verdun,rue Rielle,rue Gordon,43,4.6,Pavé,0,Très bon,Très bon,0.5,
104005655,Villeray - St-Michel - Parc-Extension,avenue Champagneur,avenue d'Outremont,21,3.1,Asphalte,0,Très bon,Très bon,0.5,
104005656,Villeray - St-Michel - Parc-Extension,rue Hutchison,avenue Beaumont,18,3.7,Asphalte,0,Bon,Très bon,1.5,
104005657,Villeray - St-Michel - Parc-Extension,avenue Stuart,rue Birnam,21,3.3,Asphalte,0,Très bon,Très bon,0.5,
104005658,Villeray - St-Michel - Parc-Extension,avenue Ball,rue Saint-Roch,30,2.4,Béton,0,Très bon,Très bon,0.5,
104005659,Villeray - St-Michel - Parc-Extension,boulevard Crémazie Ouest,rue de Liège Ouest,23,3.2,,,,,,Ruelle sans revêtement (gravier)
104005660,Villeray - St-Michel - Parc-Extension,9e avenue,10e avenue,22,3.7,Béton,0,Très bon,Très bon,0.5,
104005661,Villeray - St-Michel - Parc-Extension,avenue Bloomfield,avenue Champagneur,23,3.7,Asphalte,0,Passable,Très bon,3,
104005662,Villeray - St-Michel - Parc-Extension,rue Jarry Est,boulevard Crémazie Est,23,3.7,Béton,0,Très bon,Très bon,0.5,
104005663,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,23,3.7,,,,,,Ruelle sans revêtement (gravier)
104006035,Villeray - St-Michel - Parc-Extension,39e rue,rue René-Goupil,47,3.7,Béton,0,Très bon,Bon,1.5,
104006036,Villeray - St-Michel - Parc-Extension,rue De La Roche,rue De Normanville,38,4.4,Béton,1,Bon,Très bon,2,
104006037,Villeray - St-Michel - Parc-Extension,boulevard de l'Acadie,rue Birnam,47,3.7,,,,,,Ruelle sans revêtement (gravier)
104006038,Villeray - St-Michel - Parc-Extension,20e avenue,rue Bélair,47,3.7,Béton,0,Bon,Très bon,2,
104006039,Villeray - St-Michel - Parc-Extension,avenue Casgrain,rue Saint-Dominique,23,7.5,Béton,0,Passable,Bon,3,Revêtement mixte asphalte et béton
104006040,Villeray - St-Michel - Parc-Extension,rue Durocher,rue Hutchison,28,6.1,Béton,0,Très bon,Très bon,0.5,
104006041,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,47,3.7,,,,,,Ruelle sans revêtement (gravier)
104006042,Villeray - St-Michel - Parc-Extension,rue Saint-Dominique,avenue Casgrain,26,6.6,Béton,0,Très bon,Passable,2,
104006232,Villeray - St-Michel - Parc-Extension,Rue villeray,rue Tillemont,150,3.8,Béton,0,Très bon,Bon,1.5,
104006233,Villeray - St-Michel - Parc-Extension,rue Chabot,rue Jarry Est,114,5.1,Béton,0,Très bon,Très bon,0.5,
104006234,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,120,4.8,Asphalte,0,Très bon,Très bon,0.5,
104006235,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,119,4.9,Asphalte,0,Très bon,Passable,2,
104005841,Villeray - St-Michel - Parc-Extension,rue Lajeunesse,rue Saint-Gérard,26,4.3,Asphalte,0,Très bon,Bon,1.5,
104005842,Villeray - St-Michel - Parc-Extension,rue Bélair,rue Bélanger,26,4.3,Béton,0,Bon,Très bon,2,
104005843,Villeray - St-Michel - Parc-Extension,rue Jean-Talon Est,rue De Castelnau Est,24,4.6,Béton,1,Bon,Très bon,2,Ruelle identifiée verte
104005844,Villeray - St-Michel - Parc-Extension,rue de Valcartier,rue Leman,24,4.6,Béton,0,Très bon,Très bon,0.5,
104005845,Villeray - St-Michel - Parc-Extension,rue Lajeunesse,rue Saint-Gérard,26,4.3,Béton,0,Très bon,Très bon,0.5,
104005846,Villeray - St-Michel - Parc-Extension,rue Molson,1re avenue,31,3.7,Béton,0,Très bon,Très bon,0.5,
104005847,Villeray - St-Michel - Parc-Extension,2e avenue,1re avenue,31,3.7,Béton,0,Très bon,Très bon,0.5,
104005848,Villeray - St-Michel - Parc-Extension,avenue De Lorimier,avenue des Érables,24,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005849,Villeray - St-Michel - Parc-Extension,1re avenue,rue Molson,31,3.7,Béton,0,Très bon,Très bon,0.5,
104006043,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,47,3.7,Béton,0,Très bon,Passable,2,
104006044,Villeray - St-Michel - Parc-Extension,avenue Wiseman,avenue Stuart,48,3.7,Béton,0,Très bon,Très bon,0.5,
104006045,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,48,3.7,,,,,,Ruelle sans revêtement (gravier)
104006046,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,48,3.7,,,,,,Ruelle sans revêtement (gravier)
104005851,Villeray - St-Michel - Parc-Extension,avenue des Érables,rue Sagard,25,4.6,Béton,0,Très bon,Très bon,0.5,
104005852,Villeray - St-Michel - Parc-Extension,avenue De Chateaubriand,avenue des Belges,25,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005853,Villeray - St-Michel - Parc-Extension,2e avenue,1re avenue,31,3.7,Béton,0,Très bon,Très bon,0.5,
104005854,Villeray - St-Michel - Parc-Extension,rue Foucher,rue Saint-Gérard,26,4.3,Asphalte,0,Très bon,Très bon,0.5,Bollards à l'entrée rue Foucher
104005855,Villeray - St-Michel - Parc-Extension,rue Leman,rue de Valcartier,25,4.6,Béton,0,Très bon,Très bon,0.5,
104005856,Villeray - St-Michel - Parc-Extension,avenue Larose,avenue Vianney,27,4.3,Béton,0,Très bon,Très bon,0.5,
104005857,Villeray - St-Michel - Parc-Extension,avenue Henri-Julien,rue Drolet,25,4.6,Asphalte,0,Très bon,Très bon,0.5,
104005858,Villeray - St-Michel - Parc-Extension,rue Saint-Gérard,rue Lajeunesse,26,4.4,Asphalte,0,Très bon,Très bon,0.5,
104005859,Villeray - St-Michel - Parc-Extension,rue Bélair,rue Bélanger,24,4.8,Asphalte,0,Très bon,Très bon,0.5,
104005860,Villeray - St-Michel - Parc-Extension,rue Drolet,avenue Henri-Julien,25,4.6,Asphalte,0,Très bon,Très bon,0.5,Bollards près de l'entrée rue Drolet
104005861,Villeray - St-Michel - Parc-Extension,avenue Querbes,avenue De L'Épée,31,3.8,Béton,0,Très bon,Bon,1.5,
104005862,Villeray - St-Michel - Parc-Extension,avenue Champagneur,avenue d'Outremont,32,3.7,,,,,,Ruelle sans revêtement (gravier)
104005664,Villeray - St-Michel - Parc-Extension,rue Hutchison,rue Hutchison,24,3.6,Asphalte,0,Bon,Passable,2.5,
104005665,Villeray - St-Michel - Parc-Extension,boulevard de l'Acadie,rue Birnam,23,3.7,Asphalte,0,Très bon,Très bon,0.5,
104005666,Villeray - St-Michel - Parc-Extension,boulevard de l'Acadie,rue Birnam,23,3.7,Béton,0,Bon,Bon,2.5,
104005667,Villeray - St-Michel - Parc-Extension,avenue Wiseman,avenue Stuart,23,3.7,Béton,0,Très bon,Très bon,0.5,
104005863,Villeray - St-Michel - Parc-Extension,avenue De Lorimier,avenue des Érables,26,4.6,Béton,0,Très bon,Très bon,0.5,
104005864,Villeray - St-Michel - Parc-Extension,avenue De Lorimier,avenue des Érables,26,4.6,Béton,0,Bon,Bon,2,
104005865,Villeray - St-Michel - Parc-Extension,rue Louis-Hémon,rue Sagard,26,4.5,Béton,0,Très bon,Très bon,0.5,Revêtement mixte asphalte et béton
104005866,Villeray - St-Michel - Parc-Extension,rue Molson,1re avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104005867,Villeray - St-Michel - Parc-Extension,rue Jean-Talon Est,rue Bélair,26,4.5,Béton,0,Très bon,Très bon,0.5,Bollards à l'entrée rue Bélair
104005868,Villeray - St-Michel - Parc-Extension,rue Molson,1re avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104005869,Villeray - St-Michel - Parc-Extension,1re avenue,2e avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104005870,Villeray - St-Michel - Parc-Extension,1re avenue,2e avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104006236,Villeray - St-Michel - Parc-Extension,rue de Liège Est,boulevard Crémazie Est,119,4.9,Asphalte,0,Très bon,Très bon,0.5,
104006237,Villeray - St-Michel - Parc-Extension,rue Champdoré,avenue Charland,162,3.6,Béton,0,Très bon,Très bon,0.5,
104006238,Villeray - St-Michel - Parc-Extension,47e rue,44e rue,173,3.4,Béton,0,Très bon,Très bon,0.5,
104006239,Villeray - St-Michel - Parc-Extension,rue Jarry Est,autoroute 40,159,3.7,Béton,0,Très bon,Très bon,0.5,
104006240,Villeray - St-Michel - Parc-Extension,rue Denis-Papin,avenue Émile-Journault,191,3.1,Béton,0,Très bon,Très bon,0.5,
104006241,Villeray - St-Michel - Parc-Extension,rue Cartier,rue Jarry Est,140,4.2,Béton,0,Bon,Passable,3,
104006242,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,122,4.8,Asphalte,0,Très bon,Très bon,0.5,
104006243,Villeray - St-Michel - Parc-Extension,avenue Émile-Journault,rue Denis-Papin,193,3.1,Béton,0,Très bon,Très bon,0.5,
104006244,Villeray - St-Michel - Parc-Extension,rue Denis-Papin,avenue Émile-Journault,194,3.1,Béton,0,Bon,Bon,2.5,Dégradations concentrées autour des puisards
104003295,Rivière-Des-Prairies - Pointe-Aux-Trembles,8e avenue (P.-A.-T.),9e avenue (P.-A.-T.),28,4.3,,,,,,Ruelle sans revêtement (gravier)
104003296,Rivière-Des-Prairies - Pointe-Aux-Trembles,80e avenue,81e avenue,34,3.6,,,,,,Ruelle sans revêtement (gravier)
104003297,Rivière-Des-Prairies - Pointe-Aux-Trembles,6e avenue (P.-A.-T.),7e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104003298,Rivière-Des-Prairies - Pointe-Aux-Trembles,5e avenue (P.-A.-T.),6e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104006047,Villeray - St-Michel - Parc-Extension,rue Rousselot,rue Garnier,29,6.1,Béton,0,Très bon,Très bon,0.5,
104006048,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,48,3.7,,,,,,Ruelle sans revêtement (gravier)
104006049,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,47,3.7,Béton,0,Très bon,Passable,2.5,
104006050,Villeray - St-Michel - Parc-Extension,rue De Normanville,rue De La Roche,39,4.6,Béton,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006051,Villeray - St-Michel - Parc-Extension,avenue Wiseman,avenue Stuart,49,3.7,Béton,0,Très bon,Très bon,0.5,
104006052,Villeray - St-Michel - Parc-Extension,rue Rousselot,rue Garnier,30,6.1,Béton,0,Très bon,Très bon,0.5,
104006053,Villeray - St-Michel - Parc-Extension,rue D'Iberville,avenue Bruchési,39,4.7,Asphalte,0,Très bon,Très bon,0.5,
104006054,Villeray - St-Michel - Parc-Extension,rue De Castelnau Est,rue Jean-Talon Est,39,4.6,Béton,0,Bon,Bon,2.5,
104006055,Villeray - St-Michel - Parc-Extension,avenue Stuart,avenue Wiseman,49,3.7,Asphalte,0,Très bon,Très bon,0.5,
104006245,Villeray - St-Michel - Parc-Extension,Rue villeray,rue Gounod,153,3.9,Asphalte,0,Très bon,Bon,1.5,
104006246,Villeray - St-Michel - Parc-Extension,rue Villeray,rue Gounod,153,3.9,Béton,0,Très bon,Très bon,0.5,
104006247,Villeray - St-Michel - Parc-Extension,rue Guizot Est,rue de Liège Est,123,4.9,Asphalte,0,Très bon,Très bon,0.5,
104006056,Villeray - St-Michel - Parc-Extension,avenue Bloomfield,avenue Champagneur,30,6.1,Asphalte,0,Très bon,Très bon,0.5,
104006057,Villeray - St-Michel - Parc-Extension,avenue Wiseman,avenue Stuart,48,3.8,Béton,0,Très bon,Très bon,0.5,
104006058,Villeray - St-Michel - Parc-Extension,avenue Stuart,avenue Wiseman,48,3.7,Béton,0,Bon,Très bon,2,
104006059,Villeray - St-Michel - Parc-Extension,rue De Normanville,rue Chambord,42,4.4,Asphalte,1,Très bon,Très bon,0.5,Ruelle identifiée verte
104006060,Villeray - St-Michel - Parc-Extension,53e rue,54e rue,50,3.7,Béton,0,Très bon,Très bon,0.5,
104006061,Villeray - St-Michel - Parc-Extension,avenue Stuart,avenue Wiseman,50,3.7,Asphalte,0,Passable,Bon,3.5,
104006062,Villeray - St-Michel - Parc-Extension,rue De Normanville,rue Chambord,41,4.5,Asphalte,0,Très bon,Très bon,0.5,
104006063,Villeray - St-Michel - Parc-Extension,53e rue,54e rue,50,3.7,Béton,0,Très bon,Très bon,0.5,
104006064,Villeray - St-Michel - Parc-Extension,40e rue,39e rue,51,3.7,Béton,0,Très bon,Très bon,0.5,
104006065,Villeray - St-Michel - Parc-Extension,rue Boyer,avenue Christophe-Colomb,31,6.1,Asphalte,0,Très bon,Très bon,0.5,
104006066,Villeray - St-Michel - Parc-Extension,40e rue,41e rue,51,3.7,,,,,,Ruelle sans revêtement (terre)
104006067,Villeray - St-Michel - Parc-Extension,avenue Champagneur,avenue d'Outremont,51,3.7,Béton,0,Très bon,Passable,2.5,
104005871,Villeray - St-Michel - Parc-Extension,1re avenue,2e avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104005872,Villeray - St-Michel - Parc-Extension,1re avenue,2e avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104005873,Villeray - St-Michel - Parc-Extension,avenue De Lorimier,avenue des Érables,25,4.8,Asphalte,0,Très bon,Très bon,0.5,
104005874,Villeray - St-Michel - Parc-Extension,rue Molson,1re avenue,32,3.7,Béton,1,Très bon,Très bon,0.5,
104005875,Villeray - St-Michel - Parc-Extension,rue Molson,1re avenue,32,3.7,Béton,0,Très bon,Très bon,0.5,
104006069,Villeray - St-Michel - Parc-Extension,rue De Normanville,rue Chambord,41,4.6,Asphalte,1,Très bon,Très bon,0.5,
104006070,Villeray - St-Michel - Parc-Extension,rue Birnam,boulevard de l'Acadie,47,4,Asphalte,0,Mauvais,Très bon,4,
104006071,Villeray - St-Michel - Parc-Extension,48e rue,47e rue,52,3.7,,,,,,Ruelle sans revêtement (gravier)
104006072,Villeray - St-Michel - Parc-Extension,12e avenue,rue Bélair,42,4.6,Béton,0,Très bon,Très bon,0.5,
104006073,Villeray - St-Michel - Parc-Extension,avenue De L'Épée,avenue Bloomfield,52,3.7,,,,,,Ruelle sans revêtement (gravier et terre)
104006074,Villeray - St-Michel - Parc-Extension,avenue Bloomfield,avenue De L'Épée,53,3.7,Asphalte,0,Passable,Très bon,3,
104006075,Villeray - St-Michel - Parc-Extension,avenue De L'Épée,avenue Bloomfield,52,3.7,Béton,0,Très bon,Très bon,0.5,
104003502,Rosemont - La Petite-Patrie,6e ave,5e av,26,3.7,Béton,0,Bon,Très bon,1.5,
104003503,Rosemont - La Petite-Patrie,boulevard Rosemont,rue Bellechasse,26,3.7,Asphalte,0,Très bon,Très bon,0.5,
104003504,Rosemont - La Petite-Patrie,6 avenue,5e avenue,26,3.6,Béton,0,Très bon,Très bon,0.5,
104003505,Rosemont - La Petite-Patrie,14e avenue,rue Lafond,28,3.4,Béton,0,Très bon,Très bon,0.5,
104003506,Rosemont - La Petite-Patrie,3e avenue,2e avenue,27,3.6,Béton,0,Passable,Passable,3.5,Revêtement mixte asphalte et béton
104003704,Rosemont - La Petite-Patrie,8e avenue,7e avenue,26,4.3,Asphalte,0,Bon,Passable,3,
104003705,Rosemont - La Petite-Patrie,7e avenue,6e avenu,26,4.3,Asphalte,0,Très bon,Très bon,1.5,
104003706,Rosemont - La Petite-Patrie,avenue Mozart Ouest,-Rue saint Zotique,31,3.7,Béton,0,Très bon,Très bon,0.5,
104003707,Rosemont - La Petite-Patrie,-9e avenue,8e avenue,26,4.3,Asphalte,0,Bon,Passable,3,
104003708,Rosemont - La Petite-Patrie,rue Beaubien Est,rue Bellechasse,28,4.1,Asphalte,0,Bon,Très bon,2,
104003709,Rosemont - La Petite-Patrie,10e avenue,boulevard Saint-Michel,31,3.6,Béton,0,Très bon,Très bon,0.5,
104003710,Rosemont - La Petite-Patrie,27e avenue,26e avenue,30,3.8,Béton,0,Très bon,Très bon,0.5,
104003711,Rosemont - La Petite-Patrie,26e avenue,25e avenue,28,4,Béton,0,Très bon,Très bon,0.5,
104003299,Rivière-Des-Prairies - Pointe-Aux-Trembles,5e avenue (P.-A.-T.),6e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104003300,Rivière-Des-Prairies - Pointe-Aux-Trembles,7e avenue (P.-A.-T.),8e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104003301,Rivière-Des-Prairies - Pointe-Aux-Trembles,7e avenue (P.-A.-T.),8e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104003302,Rivière-Des-Prairies - Pointe-Aux-Trembles,6e avenue (P.-A.-T.),5e avenue (P.-A.-T.),29,4.3,,,,,,Ruelle sans revêtement (gravier)
104003303,Rivière-Des-Prairies - Pointe-Aux-Trembles,6e avenue (P.-A.-T.),7e avenue (P.-A.-T.),30,4.3,,,,,,Ruelle sans revêtement (gravier)
104003304,Rivière-Des-Prairies - Pointe-Aux-Trembles,7e avenue (P.-A.-T.),8e avenue (P.-A.-T.),30,4.3,,,,,,Ruelle sans revêtement (gravier)
104003305,Rivière-Des-Prairies - Pointe-Aux-Trembles,7e avenue (P.-A.-T.),8e avenue (P.-A.-T.),30,4.3,,,,,,Ruelle sans revêtement (gravier)
104003306,Rivière-Des-Prairies - Pointe-Aux-Trembles,8e avenue (P.-A.-T.),9e avenue (P.-A.-T.),30,4.3,,,,,,Ruelle sans revêtement (gravier)
104003307,Rivière-Des-Prairies - Pointe-Aux-Trembles,8e avenue (P.-A.-T.),9e avenue (P.-A.-T.),30,4.3,,,,,,Ruelle sans revêtement (gravier)
104003507,Rosemont - La Petite-Patrie,5e avenue,4e avenue,26,3.7,Béton,0,Très bon,Très bon,1.5,
104003508,Rosemont - La Petite-Patrie,rue Waverly,rue Saint-Urbain,28,3.5,Asphalte,0,Bon,Très bon,2,
